region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_for_purchase,saved_no_purpose,digital_payment_other,mobile_payment_bill,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,prefer_digital_fin,prefer_digital,saved_any,region_cleaned,biz_loan_source_missing,biz_loan_missing,loan_purpose_group_missing,loan_purpose_missing,saved_for_purchase_missing,saved_no_purpose_missing,digital_payment_other_missing,mobile_payment_bill_missing,govt_digital_pay_acc_missing,digital_pay_missing,digital_pay_acc_missing,govt_payment_recv_missing,prefer_digital_fin_missing,prefer_digital_missing
High income,High income,education,prim edu or less,0.35185189805788,0.39138607023142,0.0,0.0,0.1438058900791,0.1438058900791,0.448068480039158,0.5519315199608421,0.655379924533711,0.556218907312593,0.0489285589376986,0.158921032141396,0.0666454245760173,0.0501112721561482,0.0,0.0,0.266011534244446,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,education,secondary edu or more,0.497594753557402,0.555599139964667,0.151024593551465,0.151024593551465,0.201760825073878,0.201760825073878,0.531495461596185,0.4685045384038148,0.497803287422441,0.486064929268648,0.0,0.202211567218708,0.0,0.0,0.0,0.0,0.443837577203518,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,education,prim edu or less,0.340334256308028,0.511552115800293,0.0539606182307695,0.0539606182307695,0.109748372667625,0.109748372667625,0.39560405776245,0.6043959422375501,0.511150770862052,0.501217939593561,0.0,0.0672770228814876,0.0,0.0,0.0,0.0,0.265747844986635,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,education,secondary edu or more,0.513954907142921,0.566796122464701,0.264052237256051,0.264052237256051,0.0,0.0,0.577916003264554,0.4220839967354465,0.344664972703615,0.255075141467118,0.0,0.256573388212907,0.0,0.0,0.0,0.0,0.661901135663539,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,education,prim edu or less,0.226476403676536,0.532075398692908,0.0881555804891051,0.0881555804891051,0.0,0.0,0.458531762779657,0.5414682372203439,0.195458102528941,0.167873696185189,0.0,0.110029940066858,0.0,0.0,0.0,0.0,0.551695748201805,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,education,secondary edu or more,0.80477450830348,0.506866026464511,0.422560096216272,0.422560096216272,0.291612669937389,0.291612669937389,0.702996181159645,0.2970038188403551,0.678713452196278,0.550921179056704,0.0,0.395664080101566,0.172124140121495,0.16086253815587,0.0,0.243486905273562,0.682903561244203,,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,education,prim edu or less,0.633175999546538,0.441534474923102,0.214313794017386,0.214313794017386,0.147962199313501,0.147962199313501,0.44614730409942,0.55385269590058,0.63960727634771,0.567707040117554,0.0,0.305291291640714,0.0316145489862108,0.0307053626819507,0.0,0.224716180886298,0.408652904293538,,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,education,secondary edu or more,0.706198575680585,0.495856925309158,0.167619335785741,0.167619335785741,0.29092189980058,0.29092189980058,0.648981614187309,0.3510183858126919,0.647093340904176,0.362697294235237,0.223438613997137,0.437872352407839,0.330420621622983,0.285698345498503,0.20452524898043,0.303680983700496,0.40641744241924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,education,prim edu or less,0.46672669427267,0.345665294779529,0.0785685299936628,0.0785685299936628,0.131517988131753,0.131517988131753,0.580792578616161,0.4192074213838401,0.588852568552488,0.424953611458917,0.0857062127341498,0.201385557483096,0.110499157226957,0.103001085679286,0.198812465945272,0.324572655937478,0.282083303514512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,education,secondary edu or more,0.605480162515809,0.547363290316157,0.179935330352784,0.179935330352784,0.182206810138519,0.182206810138519,0.511715026388762,0.4882849736112387,0.599463877469767,0.568142301760963,0.0,0.315152319606994,0.0,0.0,0.129987335428408,0.214824872636311,0.44160158103075,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,education,prim edu or less,0.395457840975468,0.506732279297538,0.0613679803822824,0.0613679803822824,0.0707280903420414,0.0707280903420414,0.337392496989381,0.6626075030106189,0.569640464071185,0.527648400862043,0.0,0.1697708416199,0.0,0.0,0.113202478328808,0.203089243411374,0.258682022187391,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,education,secondary edu or more,0.599210341970319,0.487354872653698,0.227422926840787,0.227422926840787,0.0,0.0,0.513902978323579,0.4860970216764206,0.368266043124259,0.202225503145049,0.0,0.285002735488583,0.0,0.0,0.0,0.172728322895743,0.636726897541687,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,education,prim edu or less,0.305337365050759,0.433132856179932,0.0939603618096637,0.0939603618096637,0.0,0.0,0.380532320096085,0.6194676799039148,0.217409704477193,0.142838058883924,0.0,0.147232781883443,0.0,0.0,0.0,0.0993051418202803,0.481704801658356,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,education,secondary edu or more,0.858365707044751,0.532773662411974,0.479711521737836,0.471618021541102,0.374261452048201,0.368994628947015,0.972618403006977,0.0,0.624673863401922,0.392040680132496,0.205310597744623,0.409195886669894,0.239484399330322,0.221894341051807,0.17496856323644,0.346050172900843,0.6953374030794,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,education,prim edu or less,0.743680577642784,0.503664729564953,0.304389499748881,0.303478658094589,0.274635273397667,0.273557346317394,0.881955650431355,0.0,0.659419230661981,0.551804035738288,0.049587500179959,0.236857467720298,0.0558409357701021,0.0514314556350441,0.138368540752532,0.352671102461893,0.483926377497965,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,education,secondary edu or more,0.820015007655615,0.54917095976354,0.119317169475767,0.0,0.315585576998078,0.314088556919159,0.878005475666862,0.1219945243331375,0.654619005252473,0.280901143408135,0.202044038956071,0.413752401170509,0.288214590971538,0.265087521270305,0.241789132870532,0.346246035111673,0.330951136567976,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,education,prim edu or less,0.584350206201433,0.453585872621852,0.0385539165133696,0.0,0.170068038251347,0.169877636471848,0.724753998722895,0.2752460012771054,0.595818187301211,0.342216551550554,0.0838059455504299,0.204107510021146,0.101030098397053,0.0923866447771863,0.199562530107318,0.373803705267746,0.178208289518637,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,education,secondary edu or more,0.541851370755747,0.508106379626401,0.147039798017692,0.140571925119138,0.132134528875998,0.128490195967059,0.940917141598216,0.0590828584017842,0.431484449617563,0.392092730852852,0.0,0.258557422487869,0.0,0.0,0.0,0.148162264406329,0.400688657026664,,0,0,0,0,0,0,0,0,1,0,1,1,1,0
High income,High income,education,prim edu or less,0.349829454156537,0.516527106863745,0.0645928214464114,0.0642735635598399,0.076057921986601,0.0750295610822185,0.851389522350583,0.1486104776494173,0.446300762226403,0.419330777751274,0.0,0.169581377681671,0.0,0.0,0.0,0.184135402590949,0.267927447459391,,0,0,0,0,0,0,0,0,1,0,1,1,1,0
High income,High income,education,secondary edu or more,0.686090776231791,0.581246015005606,0.354353042648524,0.23629887780113,0.165049273707544,0.0,0.895577508020604,0.1044224919793961,0.358884472337655,0.163479578931203,0.0,0.295758285819004,0.195962078216374,0.0,0.0,0.160402616758688,0.637412722036399,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,education,prim edu or less,0.353477800768293,0.495683756644053,0.140122090040489,0.084307963810157,0.0856942095418415,0.0,0.794498329097666,0.2055016709023346,0.230488992725352,0.142536071253105,0.0,0.124519562211881,0.0434186337923871,0.0,0.0,0.0896652087630285,0.436554817097973,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,education,secondary edu or more,0.879750481216341,0.567300151886443,0.652718399213457,0.631567544180123,0.386541539441979,0.382010262531375,0.972132189971178,0.0,0.664930114649634,0.382962075447545,0.220733381417003,0.443881564953169,0.276681595624857,0.255606780996476,0.148490748916152,0.276942927487397,0.776480440752639,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,education,prim edu or less,0.781518977239896,0.495851857233571,0.517246800036074,0.513289223599931,0.298631191611638,0.29841314729146,0.92756122473362,0.0,0.702576908088596,0.587171702097018,0.0760339844060971,0.343994987218959,0.0872988537919564,0.0825630145403665,0.169819728576714,0.355184054623989,0.640617031561469,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,education,secondary edu or more,0.808888483388038,0.569671765881671,0.256793426967191,0.242884366960101,0.322540264841736,0.321473617116368,0.923362820258118,0.0,0.572402333939705,0.17620769529837,0.267365863535667,0.447664774921403,0.381562583796525,0.349293412211052,0.252894757482896,0.321557932335509,0.433101922873287,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,education,prim edu or less,0.602330651887195,0.464788861988191,0.115081149810043,0.112911197244309,0.122056711540999,0.12195669007738,0.844933696115973,0.0,0.478491091496061,0.307405517295943,0.0572320229948722,0.159020246760595,0.0821521741264203,0.067201510720138,0.267723447806533,0.355309215999334,0.278050491703741,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,education,secondary edu or more,0.605939974483951,0.55849715937098,0.243026887689776,0.212982304012323,0.157287105384481,0.149221620165895,0.92781915160912,0.0721808483908804,0.401023066477267,0.336313349948764,0.0,0.371995049606909,0.0,0.0,0.144385721381104,0.191988964466057,0.448463967221964,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,education,prim edu or less,0.423637564716053,0.604620067131158,0.0682560863201774,0.0505925438571367,0.0789422489437446,0.0746578957073345,0.808338283399437,0.1916617166005629,0.472364757249919,0.451779509401658,0.0,0.254450938442176,0.0,0.0,0.161148920784058,0.230383709319859,0.216646274930216,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,education,secondary edu or more,0.753467690896452,0.724266470869252,0.493432266532426,0.297235799995998,0.172405112492195,0.0,0.866937250228345,0.1330627497716548,0.339076119644925,0.102703228585441,0.0,0.307812044293967,0.220605913023392,0.0,0.0,0.165385857561548,0.703212075369516,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,education,prim edu or less,0.441932536887421,0.688625412529314,0.228815150626685,0.115424784791645,0.0853085863180691,0.0,0.866725699055381,0.133274300944619,0.228771628963058,0.13119085185325,0.0,0.141523165892027,0.0584188174756559,0.0,0.0,0.103683659829679,0.531166179281163,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,all,all,0.39477703289296,0.0,0.0963845809228345,0.0963845809228345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.322031915387588,0.0,0.110479291847173,0.110479291847173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.515667405483772,0.423607092007012,0.133889015756012,0.133889015756012,0.249027067543771,0.249027067543771,0.459559455606455,0.5404405443935455,0.621626441450626,0.552740974011815,0.126482240138092,0.322905891498581,0.179757870082296,0.155374555555655,0.0890368472227423,0.0,0.402736927158942,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.463215250367167,0.478081548297284,0.126476683767783,0.126476683767783,0.0849423230141695,0.0849423230141695,0.488176229609931,0.5118237703900688,0.372736844369088,0.342570797023963,0.0253138814220617,0.189208289019344,0.0351396663054578,0.0319117725022833,0.0376830817644449,0.0,0.362868504814977,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.543777323909549,0.375863222789278,0.121532772736898,0.121532772736898,0.209148143366235,0.209148143366235,0.406594733292016,0.5934052667079842,0.596895621694562,0.429567709056628,0.125870398285049,0.316306424853188,0.175095934355808,0.162029531055354,0.135791208560914,0.224070591166893,0.369304954873206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,all,all,0.69413728335049,0.414853369891316,0.171492013407736,0.171492013407736,0.0778837400529404,0.0778837400529404,0.477524170148565,0.5224758298514345,0.394581348996516,0.2586277805518,0.0479999201158649,0.192244199956982,0.0588983790945713,0.0521631076213497,0.0650473033252304,0.122940257679211,0.332120918141748,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,all,all,0.671346842751854,0.478015226719496,0.179136974383414,0.158970913927367,0.270323206726695,0.26444832917566,0.897759247983709,0.1022407520162916,0.583282576266568,0.297948199540476,0.144218804338311,0.305550453825968,0.193859287882142,0.181208200109512,0.1851747066372,0.289869940200887,0.404034434120452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,all,all,0.679950355966217,0.438085716012826,0.123611640404519,0.111773107025141,0.120892108377226,0.110968898486178,0.831019392855831,0.1689806071441689,0.362430382303732,0.215766180340843,0.053710104672347,0.200594455393222,0.0707807105806245,0.059085117623239,0.0858357976153798,0.179495826679535,0.226487525159874,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,all,all,0.697191455453149,0.534172618476116,0.287989238371197,0.241624249183283,0.284517678395382,0.274362025686101,0.91260793471674,0.0873920652832597,0.604876958198513,0.279491562747872,0.173752771184394,0.306940241374573,0.234668305823443,0.219053809398486,0.167842162295782,0.242332910363274,0.454249994935987,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,all,all,0.775683155337322,0.646989165711486,0.238044391072024,0.206511870940881,0.141895422140983,0.134214447636384,0.937490198268024,0.0625098017319757,0.382195647163076,0.249603553352455,0.106864919313292,0.33919126415334,0.121825300824201,0.100007808673983,0.16899757785743,0.230115118624054,0.356669162764509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,gender,men,0.578228769258139,0.0,0.284392627223887,0.284392627223887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.52168622028846,0.0,0.285002932013046,0.285002932013046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.499318085598367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.397120063461158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.443255257523187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.349784576261247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.401500534512885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.256344690405875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.400355815030215,0.0,0.146636697236625,0.146636697236625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.241562785967228,0.0,0.0733315636688807,0.0733315636688807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.258070487900943,0.0,0.156974159172082,0.156974159172082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.208630288030656,0.0,0.120641630000442,0.120641630000442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.545316781794626,0.45942500343284,0.156612662585821,0.156612662585821,0.282950777440179,0.282950777440179,0.509800746685465,0.4901992533145351,0.620545250417352,0.533931677122991,0.166890780220955,0.404138197961811,0.228179377573563,0.201961116452577,0.0,0.0,0.437725900526362,,0,0,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,gender,women,0.487928294440611,0.390096875402171,0.112629419732507,0.112629419732507,0.217289011877894,0.217289011877894,0.412555136271676,0.5874448637283237,0.622637972951875,0.570338415845755,0.0886771622606124,0.246907261859593,0.134456088382228,0.11178949756691,0.0,0.0,0.370002241364902,,0,0,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,gender,men,0.550209617640209,0.516517013622155,0.160992889098437,0.160992889098437,0.0,0.0,0.554281539235247,0.4457184607647529,0.474181309943539,0.434284403216592,0.0,0.26883009040808,0.0,0.0,0.0,0.0,0.399625609411266,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,gender,women,0.373226967372735,0.438323324413415,0.0907726014167951,0.0907726014167951,0.0,0.0,0.419795902279924,0.5802040977200766,0.26780116218083,0.247700862254524,0.0,0.106846299151566,0.0,0.0,0.0,0.0,0.324846402532364,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,gender,men,0.576183410470518,0.416170451526885,0.152904365446624,0.152904365446624,0.23992097676069,0.23992097676069,0.495040769112331,0.5049592308876693,0.593192625207179,0.414298306454936,0.166277110994571,0.399525481849845,0.217654581145469,0.201386703086653,0.11824417569607,0.199063214375445,0.436602075463838,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,gender,women,0.514289547941858,0.339185837241448,0.0929863299001935,0.0929863299001935,0.181146538935553,0.181146538935553,0.326113651918834,0.6738863480811661,0.600265147065165,0.443462034810282,0.0891024877344344,0.240581609876131,0.136369880851616,0.126216645429771,0.151758053957156,0.246825943713966,0.308068235915684,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,gender,men,0.746925016386598,0.450988399618416,0.1977339759345,0.1977339759345,0.0,0.0,0.543026037578856,0.4569739624211436,0.478582037891136,0.315715289656319,0.0,0.278386179228702,0.0,0.0,0.0,0.124461105506678,0.36732597037912,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,gender,women,0.640018696722407,0.377807324832765,0.144588453799973,0.144588453799973,0.0,0.0,0.410370907772197,0.589629092227803,0.308462883639184,0.200101014404424,0.0,0.103930459256235,0.0,0.0,0.0,0.121381067121765,0.296028296623957,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,gender,men,0.717090512688443,0.513684499971411,0.217438206500371,0.197145187381981,0.318313325373013,0.311156021147992,0.92065989367084,0.0793401063291596,0.602943644097587,0.270882199062199,0.196280102545399,0.387341830256747,0.250982666801238,0.231844083975375,0.167320219054475,0.267526952310055,0.47300327950503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
