region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_for_purchase,saved_no_purpose,digital_payment_other,mobile_payment_bill,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,prefer_digital_fin,prefer_digital,saved_any,region_cleaned,biz_loan_source_missing,biz_loan_missing,loan_purpose_group_missing,loan_purpose_missing,saved_for_purchase_missing,saved_no_purpose_missing,digital_payment_other_missing,mobile_payment_bill_missing,govt_digital_pay_acc_missing,digital_pay_missing,digital_pay_acc_missing,govt_payment_recv_missing,prefer_digital_fin_missing,prefer_digital_missing
High income,High income,income,poorest 40%,0.711239633148779,0.538891706566784,0.155441866639141,0.145503482189312,0.220782166918836,0.219955815433415,0.866225712143783,0.0,0.520526448108521,0.236247101761244,0.171253611388537,0.312376832194173,0.235617050936568,0.209084391392283,0.230969328903327,0.314747102148982,0.302079176052773,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,income,richest 60%,0.575725753292588,0.564186696635978,0.220386254753602,0.187091785660967,0.133836261872444,0.126043498447028,0.909613417112716,0.0903865828872837,0.471841349212945,0.414288963626602,0.0,0.320770806645022,0.0,0.0,0.174014986732373,0.219466631711992,0.416171679028065,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,income,poorest 40%,0.459034386759063,0.598443480408103,0.0932965070444933,0.0809870869111701,0.110419638964462,0.105954750401812,0.829590260255356,0.1704097397446446,0.387750143976539,0.369059773645991,0.0,0.297901384977945,0.0,0.0,0.12166748110094,0.200968309836144,0.253732950423918,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,income,richest 60%,0.653784085347402,0.705394448013285,0.412169731547752,0.239271531784402,0.149384782933715,0.0,0.887826252656519,0.1121737473434809,0.323863097171416,0.127330473787441,0.0,0.255511701413423,0.170252859439633,0.0,0.0,0.143081121900546,0.657177114500159,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,income,poorest 40%,0.471908830912076,0.703380194017087,0.2473217491163,0.132994132289433,0.0856618840964464,0.0,0.835247087510874,0.1647529124891268,0.207689801013963,0.105865706238198,0.0,0.156112367696822,0.0717593090823753,0.0,0.0,0.114389599318005,0.532134500100459,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,age_cat,age 25+,0.705257954583229,0.4641975657888,0.385450157868439,0.385450157868439,0.195400151369948,0.195400151369948,0.703751071011395,0.2962489289886052,0.727007354478061,0.692405807397272,0.0,0.301355910648854,0.0,0.0,0.0,0.0,0.724967219610862,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,age_cat,ages 15-24,0.606099593695499,0.475255698684772,0.261354952241209,0.261354952241209,0.169125835385613,0.169125835385613,0.673457513825086,0.3265424861749139,0.3693666499874,0.343407146018679,0.0,0.265784883535056,0.0,0.0,0.0,0.0,0.638935026026984,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,age_cat,age 25+,0.612015856198175,0.483873587368092,0.0,0.0,0.262085774658033,0.262085774658033,0.592544287731109,0.4074557122688907,0.789913679666763,0.607176248365667,0.131246727645151,0.355044763115892,0.232394758941045,0.133485210188988,0.0,0.0,0.367434179972722,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,age_cat,ages 15-24,0.414894551578597,0.315808060771076,0.0,0.0,0.096992060570217,0.096992060570217,0.61894078743265,0.3810592125673505,0.361265160612448,0.299066170560945,0.0563727370079905,0.268663602348375,0.0986190632492223,0.0519247635211462,0.0,0.0,0.444407878009904,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,age_cat,age 25+,0.471518426518235,0.566658898075111,0.107669073048625,0.107669073048625,0.181389383929012,0.181389383929012,0.44723437622122,0.5527656237787799,0.578396876452788,0.568828015861628,0.0,0.152633922857449,0.0,0.0,0.0,0.0,0.342362037866921,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,age_cat,ages 15-24,0.316731485644191,0.467039979997225,0.105797968344531,0.105797968344531,0.111069916450051,0.111069916450051,0.508285162305942,0.491714837694058,0.347330495969855,0.333819537415263,0.0,0.0981651852592518,0.0,0.0,0.0,0.0,0.401042637154327,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,age_cat,age 25+,0.384307616786638,0.581381660800674,0.184291013309875,0.184291013309875,0.0,0.0,0.546575547964431,0.4534244520355688,0.307117233806293,0.24415310392044,0.0,0.191951928707752,0.0,0.0,0.0,0.0,0.64574684737545,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,age_cat,ages 15-24,0.257974301346563,0.475971142600185,0.108563339657209,0.108563339657209,0.0,0.0,0.426539043640938,0.573460956359062,0.15226486667229,0.120623252317748,0.0,0.122984160683567,0.0,0.0,0.0,0.0,0.49682264791739,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,age_cat,age 25+,0.709103130052192,0.481826789308023,0.304221159533433,0.304221159533433,0.220016050791475,0.220016050791475,0.556744447752363,0.4432555522476368,0.74022639233129,0.626199571910863,0.0,0.356700587937732,0.112168029990127,0.105704841551253,0.0,0.241482923244125,0.514515887947276,,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,age_cat,ages 15-24,0.675134293244886,0.39772882823686,0.278276120763994,0.278276120763994,0.141680338077377,0.141680338077377,0.523360976873408,0.476639023126592,0.389971671002617,0.324568170668441,0.0,0.340160318146508,0.096784947518502,0.0897434081157926,0.0,0.2098191830359,0.560313806684863,,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,age_cat,age 25+,0.69117525487176,0.478492039561791,0.151503675530942,0.151503675530942,0.27134465448082,0.27134465448082,0.658603536928863,0.3413964630711371,0.720798634206466,0.440553634449639,0.209259608542246,0.406255888548994,0.305197594303658,0.26477626909648,0.231071918118712,0.352117136884581,0.391027780715405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,age_cat,ages 15-24,0.501488210692865,0.385556474774428,0.125063522564358,0.125063522564358,0.179283689142277,0.179283689142277,0.530412161580084,0.4695878384199159,0.314048071741278,0.16272891276688,0.104990853740011,0.259794648473331,0.150326420439189,0.136012542496445,0.10518613748369,0.159719065373901,0.319684583339342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,age_cat,age 25+,0.575054599052073,0.578447632998254,0.143425753769056,0.143425753769056,0.167220260840734,0.167220260840734,0.423581158949813,0.5764188410501868,0.681169053243461,0.643608605436778,0.0,0.26350786213122,0.0,0.0,0.157382085174042,0.255560635581569,0.362706690816405,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,age_cat,ages 15-24,0.410832668069063,0.405522740638668,0.120215590176036,0.120215590176036,0.0706264000435908,0.0706264000435908,0.5157828369444,0.4842171630556005,0.330727048506074,0.299961642239651,0.0,0.230724019643122,0.0,0.0,0.0294714805275189,0.0853478286327806,0.410252731110883,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,age_cat,age 25+,0.452491517322116,0.460651491859292,0.162249901792044,0.162249901792044,0.0,0.0,0.449566204082658,0.5504337959173419,0.31747579937832,0.196494418593008,0.0,0.20934028031265,0.0,0.0,0.0,0.147376290603749,0.563779334976989,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,age_cat,ages 15-24,0.370791150892543,0.442732063218506,0.123170876668325,0.123170876668325,0.0,0.0,0.407099166256878,0.5929008337431221,0.202991733781344,0.108342548215268,0.0,0.19040411199017,0.0,0.0,0.0,0.0941210628546346,0.505610018334161,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,age_cat,age 25+,0.805071059254156,0.542818915901293,0.395080057494562,0.3927756515389,0.348872561915518,0.346957789139019,0.916837532425291,0.0,0.717979225661069,0.518403072033727,0.151037713728427,0.351078208376308,0.177370586177557,0.168154351408374,0.173596470326686,0.373477488941937,0.582856879683745,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,age_cat,ages 15-24,0.759046451913435,0.404404829266484,0.355059355176026,0.341546949855627,0.195721108809211,0.18742773967681,0.957280672852957,0.0,0.370081562244051,0.238365889782188,0.122849491312304,0.310415563066858,0.136653236310091,0.11382923316948,0.12383212205715,0.270845173964296,0.58735647476919,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,age_cat,age 25+,0.788009473415332,0.542864932411273,0.0940123612842943,0.0,0.303479998422449,0.303164992572381,0.818976376444156,0.1810236235558442,0.69438307916491,0.330195094436461,0.17537112111924,0.355113156429064,0.247119039017207,0.229527386878509,0.25255803622456,0.393880961088711,0.272723114957771,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,age_cat,ages 15-24,0.719149682650904,0.458849282970542,0.126207834667713,0.0,0.188369759137768,0.183495527125631,0.911560282376178,0.0884397176238216,0.397436059029343,0.172465255297891,0.12927605658021,0.331029516313189,0.168645823973149,0.146485785885172,0.132023624876664,0.203242776813264,0.380482507218456,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,age_cat,age 25+,0.505468405879536,0.544435779202054,0.111974843937904,0.109641731321596,0.12174998225785,0.120246501325565,0.893714981250167,0.1062850187498333,0.523486859936023,0.484543641998652,0.0,0.225805848052214,0.0,0.0,0.0,0.208109325223395,0.341643148652304,,0,0,0,0,0,0,0,0,1,0,1,1,1,0
High income,High income,age_cat,ages 15-24,0.319101261267008,0.427072545649995,0.103507889342134,0.0963570823815677,0.0661628767055822,0.0612280777622097,0.914970705888453,0.0850292941115466,0.228022194184631,0.211365681707705,0.0,0.173646053452829,0.0,0.0,0.0,0.0635030055011527,0.336578643133513,,0,0,0,0,0,0,0,0,1,0,1,1,1,0
High income,High income,age_cat,age 25+,0.52140401987545,0.547341812395279,0.239310534388926,0.161838440599083,0.129219226034277,0.0,0.835384698633516,0.1646153013664842,0.33429180385294,0.186779596118764,0.0,0.201783971796842,0.1190693658206,0.0,0.0,0.132791800509457,0.537306186465261,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,age_cat,ages 15-24,0.436459194780137,0.49947282988766,0.210354365275433,0.120086165393115,0.0990740851992541,0.0,0.838859471735979,0.1611405282640218,0.185482127343852,0.0803950700396444,0.0,0.185296817982779,0.0839542331738381,0.0,0.0,0.0934301146427914,0.486933077504017,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,age_cat,age 25+,0.838870725889411,0.549305422357736,0.592646734883066,0.585105538454084,0.373330717464859,0.371361026964568,0.94833845775419,0.0,0.757948935898791,0.522407465210352,0.163461204842238,0.408672697028105,0.207933873927688,0.199212323495825,0.170475661819395,0.315698238884449,0.713000934459325,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,age_cat,ages 15-24,0.801384907603995,0.440114731742965,0.56601078131958,0.521842750936376,0.17728091778104,0.171972596424931,0.95993258440613,0.0,0.400457709057766,0.233497574976883,0.179046076392642,0.398527219132354,0.200274918851314,0.163191869465717,0.10691678659028,0.271358211507385,0.704181086837087,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,age_cat,age 25+,0.797269809904948,0.570303050892916,0.242973073458422,0.23098525063847,0.309248086348656,0.308185032212109,0.919980129621963,0.0,0.632097875381432,0.235283480126727,0.240075085084235,0.415341293649269,0.348323156217364,0.31998750047205,0.288937160077154,0.369194770123487,0.419421732815753,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,age_cat,ages 15-24,0.678454599292899,0.460654763314008,0.183797834752917,0.172321429315888,0.189834976521687,0.189691755754583,0.857973124799873,0.0,0.223702587033509,0.0670330118198312,0.162055109595219,0.280050834385693,0.206946216805813,0.175637065387505,0.115756359454683,0.157417709766794,0.345581276120552,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,age_cat,age 25+,0.565468948043379,0.595890062805478,0.164869307332495,0.143903093779434,0.130783827523682,0.125391052973851,0.874233534081469,0.1257664659185311,0.527524113981019,0.478395893073255,0.0,0.299049115258122,0.0,0.0,0.195871591831246,0.2592248162297,0.342373029242677,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,age_cat,ages 15-24,0.418129950035854,0.522939407665259,0.184004026262515,0.147074934022375,0.105243582861571,0.0955173645591001,0.887995675321209,0.1120043246787915,0.187253439861689,0.165194452458441,0.0,0.347012872478649,0.0,0.0,0.0328589953538371,0.0795271531733238,0.378332453588915,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,age_cat,age 25+,0.633688630013468,0.717531214999872,0.369840640333292,0.227151298857185,0.139835634271844,0.0,0.870277025091213,0.129722974908787,0.329020745064866,0.146801996533675,0.0,0.232749062446476,0.151309733533278,0.0,0.0,0.150964820466663,0.628192718474599,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,age_cat,ages 15-24,0.48155600891312,0.679177423687826,0.302467276525028,0.138766480516749,0.0940973517312709,0.0,0.860036614700735,0.139963385299265,0.17941106990885,0.0642714702070399,0.0,0.184307538225481,0.0927066035001617,0.0,0.0,0.0948173959274628,0.567486404207236,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,urbanicity,rural,0.753699341272768,0.50416077357398,0.486774873004068,0.466599142375603,0.258061302415429,0.254307682440479,0.936334057297769,0.0,0.669775439787574,0.468480932550071,0.139209980306789,0.38172071571096,0.177013548902735,0.166425196031457,0.155935632928968,0.313680699314853,0.629994587689537,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,urbanicity,urban,0.874543487195543,0.545301380970445,0.649206803512261,0.639102168245456,0.38897654053808,0.386988803653851,0.957512322745106,0.0,0.692455789350909,0.443469372830492,0.208477980490244,0.443504905912701,0.250097143069047,0.22848362631957,0.157126084931057,0.294190993136463,0.758517636412186,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,urbanicity,rural,0.746934538339476,0.515762862993564,0.193993921133883,0.183867696410433,0.218331548212544,0.217239320911113,0.895975471054161,0.0,0.567251435561833,0.25263759319831,0.153750543863783,0.333526679789511,0.256589076738087,0.230699956960731,0.260109088145812,0.346268181483106,0.374800004779116,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,urbanicity,urban,0.812784535492259,0.588428600908366,0.275179958502831,0.261084673128912,0.35691184605276,0.356166782019856,0.923580247421195,0.0,0.539930706700076,0.153804649339457,0.29546138001996,0.444372552942852,0.384819737990781,0.352931540255298,0.251166363566472,0.310836908182209,0.438778336514771,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,urbanicity,rural,0.523858783357317,0.596514858678164,0.152728753641722,0.135609301471019,0.125546835339365,0.120793529391603,0.889274575056019,0.110725424943981,0.414733883340752,0.389693966494682,0.0,0.27341032325377,0.0,0.0,0.154329152554179,0.229229207520057,0.323835243282593,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,urbanicity,urban,0.53294068333734,0.564527162047444,0.181921769122567,0.151344609499464,0.123755308500816,0.116047702271465,0.869118599682012,0.1308814003179889,0.454394843673399,0.400700568900533,0.0,0.337891308767759,0.0,0.0,0.152256600758346,0.200292623143258,0.371325568786735,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,urbanicity,rural,0.523880666440357,0.715580728304483,0.310941297889785,0.16842743002478,0.119676057962399,0.0,0.887099566010328,0.1129004339896718,0.245690464057011,0.104762345525064,0.0,0.192977462095669,0.109688694066658,0.0,0.0,0.126256957255113,0.584163852056188,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,urbanicity,urban,0.695845555648252,0.682563717003717,0.417576617887284,0.253282951190938,0.133228807946159,0.0,0.826812259068179,0.1731877409318215,0.341514564609055,0.145961361304814,0.0,0.26197006406858,0.173879190037945,0.0,0.0,0.142730858784106,0.653411912756443,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,laborforce,out of laborforce,0.556724397908125,0.375457269181764,0.26146911672718,0.26146911672718,0.0977195490828199,0.0977195490828199,0.613096234214877,0.3869037657851239,0.497691229959936,0.477509965708238,0.0,0.0981510336795739,0.0,0.0,0.0,0.0,0.596584208010719,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,laborforce,in laborforce,0.737980103345659,0.500489723641417,0.402920756024364,0.402920756024364,0.22619220644663,0.22619220644663,0.730921081543482,0.2690789184565182,0.726991519348184,0.687309360284572,0.0,0.404585351196484,0.0,0.0,0.0,0.0,0.753172540340802,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,laborforce,out of laborforce,0.416485961979043,0.380281703135083,0.0,0.0,0.165360016587226,0.165360016587226,0.499144657411391,0.5008553425886092,0.621837979963931,0.493550227589416,0.03043941651421,0.0818907490362789,0.0462938734275908,0.0280588588090013,0.0,0.0,0.328614686361053,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,laborforce,in laborforce,0.695824093450374,0.513962625671178,0.0,0.0,0.286708758691475,0.286708758691475,0.695302053432458,0.3046979465675426,0.762384893451235,0.579582003869831,0.204060447949678,0.609455906846177,0.368997744749722,0.20803932276176,0.0,0.0,0.43819815238422,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
High income,High income,laborforce,out of laborforce,0.350491375631724,0.500823964152064,0.0767352903400198,0.0767352903400198,0.138290900539645,0.138290900539645,0.401362135951447,0.5986378640485531,0.433834916519227,0.42223975960368,0.0,0.0227409723898171,0.0,0.0,0.0,0.0,0.300213955289735,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,laborforce,in laborforce,0.544070811654466,0.59387748210388,0.156150922971087,0.156150922971087,0.195153455449137,0.195153455449137,0.56982474579301,0.4301752542069908,0.61942109286329,0.609830790777763,0.0,0.319385314802908,0.0,0.0,0.0,0.0,0.457054080110451,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,laborforce,out of laborforce,0.263780514043579,0.452787486847233,0.0989060587392226,0.0989060587392226,0.0,0.0,0.396792271588073,0.6032077284119276,0.205043542298306,0.171351072332408,0.0,0.056201497248199,0.0,0.0,0.0,0.0,0.442996008767028,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,laborforce,in laborforce,0.396273254765543,0.610929611277005,0.200633782422877,0.200633782422877,0.0,0.0,0.582559121251848,0.4174408787481519,0.289911695296572,0.224407544845668,0.0,0.247311664780048,0.0,0.0,0.0,0.0,0.702201224364153,,0,0,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,laborforce,out of laborforce,0.603170578266069,0.39402673443326,0.197868238823886,0.197868238823886,0.118564199750642,0.118564199750642,0.405771553655444,0.5942284463445556,0.562272375190276,0.465350520674559,0.0,0.124454720433422,0.0389374823239977,0.0357151958624375,0.0,0.226841093677185,0.391605059992864,,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,laborforce,in laborforce,0.751074426675031,0.503511614641198,0.348269789104701,0.348269789104701,0.249484632892866,0.249484632892866,0.620080751977041,0.3799192480229598,0.70950124199366,0.603835005644943,0.0,0.475880593790245,0.146071351237031,0.137652517074423,0.0,0.237926270845424,0.583170927068638,,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,laborforce,out of laborforce,0.52972408194525,0.347163182321125,0.0780561095766757,0.0780561095766757,0.140896425788666,0.140896425788666,0.54481109478449,0.4551889052155104,0.517134862861428,0.367391101336227,0.030907126376013,0.0813375412178465,0.047062754444754,0.0407681139150403,0.192536266577488,0.321478946866529,0.281534555649006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,laborforce,in laborforce,0.767201053634925,0.560462860622393,0.209582863598899,0.209582863598899,0.355868081934999,0.355868081934999,0.712208378206579,0.2877916217934202,0.733083814854464,0.384595044744592,0.330920207954115,0.644007259901034,0.480483322967881,0.421055989298171,0.215532689344087,0.297053295521347,0.459436707233115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,laborforce,out of laborforce,0.482145995985653,0.488392863111821,0.107674577410056,0.107674577410056,0.114466611074847,0.114466611074847,0.371878526059457,0.6281214739405431,0.51712415289129,0.484318844536941,0.0,0.0620107368871832,0.0,0.0,0.107553339478681,0.18660818034382,0.30797573691072,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,laborforce,in laborforce,0.60351996761466,0.596647495556425,0.181692224605428,0.181692224605428,0.181095564599943,0.181095564599943,0.564836698942226,0.435163301057774,0.682414975391391,0.642646412282653,0.0,0.521859444666804,0.0,0.0,0.143898862438812,0.241286828673574,0.478041188734756,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,laborforce,out of laborforce,0.341184991968995,0.370634912526139,0.0835588673087223,0.0835588673087223,0.0,0.0,0.344655323856516,0.6553446761434848,0.215456074649045,0.13256790872901,0.0,0.087933707592693,0.0,0.0,0.0,0.105382096755093,0.396650744080512,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,laborforce,in laborforce,0.473796156025506,0.504036754965037,0.18745877963784,0.18745877963784,0.0,0.0,0.488407076908893,0.5115929230911065,0.315493270118761,0.186335997757646,0.0,0.270696426955054,0.0,0.0,0.0,0.143230410800719,0.630805723928455,,0,0,1,1,0,0,0,0,1,0,1,1,1,0
High income,High income,laborforce,out of laborforce,0.490181145060901,0.376109247496142,0.166202639405032,0.147095956539766,0.115011824934525,0.105739257070815,0.904374794998483,0.0,0.567533487325195,0.442778242096245,0.0420706114512826,0.129137659120495,0.0510642452932475,0.0452268402779445,0.148135214231697,0.330081828072218,0.437923939915558,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,laborforce,in laborforce,0.642083347082102,0.458372504115682,0.298500935341578,0.287060435760256,0.185372174639392,0.174893608471658,0.932672872185251,0.0,0.676921455225669,0.46051395610191,0.200573981232027,0.457905457303134,0.231939908938767,0.216057751307673,0.169876164649832,0.360826065763693,0.576454831779447,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,laborforce,out of laborforce,0.687543021036722,0.440824303019504,0.0619085672671377,0.0,0.183825737086715,0.182687922761069,0.772917654497037,0.2270823455029635,0.590455666227237,0.31962467058794,0.0519234066721681,0.134855730007939,0.0725429726045197,0.0655052335479856,0.214566367393256,0.3662049781648,0.216630327861121,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,laborforce,in laborforce,0.852237513976142,0.60985577226519,0.136433502442332,0.0,0.37599367049268,0.374805625537441,0.896727610939766,0.1032723890602334,0.678392403327641,0.274348799068921,0.286743024887077,0.578552143161193,0.398968741048898,0.368237784331363,0.241617954405743,0.342191129828021,0.365594499626782,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,laborforce,out of laborforce,0.375174691208354,0.467495677716822,0.084248109171616,0.0813125259846992,0.0734256181615347,0.0721033091264793,0.869540160715109,0.1304598392848914,0.364850899872379,0.338670900556694,0.0,0.0554458762940226,0.0,0.0,0.0,0.14844093993458,0.292630741387897,,0,0,0,0,0,0,0,0,1,0,1,1,1,0
High income,High income,laborforce,in laborforce,0.580146753761737,0.583306013381654,0.150172775706132,0.145355996578015,0.1591258693963,0.154879427279083,0.947499222332298,0.0525007776677022,0.566223268643191,0.522721383513886,0.0,0.471692113568699,0.0,0.0,0.0,0.198936595948492,0.416246905060249,,0,0,0,0,0,0,0,0,1,0,1,1,1,0
High income,High income,laborforce,out of laborforce,0.388047280172883,0.444162656115179,0.134728454260921,0.0806449311394864,0.076886042990597,0.0,0.76679536664446,0.2332046333555401,0.222605190118289,0.138214966004966,0.0,0.0820982712164524,0.0379076878548905,0.0,0.0,0.107540144928972,0.389859386815294,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,laborforce,in laborforce,0.552160286718188,0.580583898788959,0.283355141885534,0.185836870891236,0.142976506271432,0.0,0.876156766920885,0.1238432330791152,0.31895847970382,0.158061861393491,0.0,0.260998878987179,0.146561230242937,0.0,0.0,0.126300486483177,0.594351262899585,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,laborforce,out of laborforce,0.518140520462008,0.431313571413239,0.228526104598911,0.170423433244306,0.0872711605845216,0.0794753235018059,0.917375592358911,0.0,0.567224526865493,0.444216646317784,0.0431164234958328,0.137658609710494,0.0539676139683902,0.0482107974777309,0.144868887227613,0.301929776170849,0.46126054428034,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,laborforce,in laborforce,0.693488789264201,0.554327309029579,0.392230883101172,0.338607825304438,0.165168639608695,0.153275208746835,0.961501703046468,0.0,0.734937818036379,0.465646246853532,0.229119561482445,0.541492233170777,0.282760101825644,0.263119282616263,0.162212284861563,0.307875486066672,0.622151011110126,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,laborforce,out of laborforce,0.680508739808292,0.44400990165685,0.130804526590749,0.128181590024024,0.143124252794199,0.142151311029232,0.862833669104377,0.0,0.426995061470498,0.2271649958662,0.0432893650521365,0.0872372418058398,0.064753446866585,0.0563251580563556,0.255344963955301,0.341778680839204,0.303778235763657,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,laborforce,in laborforce,0.860629937583854,0.652660022350479,0.329229040694014,0.30852014533851,0.42609347673617,0.42526041001918,0.952994146205596,0.0,0.680978732846995,0.178457979066241,0.408220624292319,0.693681504538111,0.579437060070955,0.529893037228679,0.255875153385845,0.314997224059978,0.503947254479486,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,laborforce,out of laborforce,0.456113405478207,0.544219811672945,0.113876153254923,0.093963846019145,0.0950775475250528,0.0902990020454497,0.850982033124203,0.1490179668757968,0.345301138690233,0.318155863279007,0.0,0.0805728583664365,0.0,0.0,0.146955263740873,0.211530790108138,0.283671729682571,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,laborforce,in laborforce,0.625044036560629,0.622133932054059,0.242856394095891,0.211380461516623,0.163135406457133,0.154458110663906,0.912672682281048,0.0873273177189521,0.566285651345162,0.503759930525912,0.0,0.629950015228998,0.0,0.0,0.161566526823878,0.212827076870118,0.440111999453576,,0,0,0,0,0,0,0,0,1,0,1,1,0,0
High income,High income,laborforce,out of laborforce,0.479310662008255,0.595739401220948,0.226915909438488,0.125749313205201,0.081651624077147,0.0,0.787704553597022,0.2122954464029777,0.220653264775119,0.108664449391293,0.0,0.0684886559187727,0.0414655583846415,0.0,0.0,0.126805753665402,0.456286789131137,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,laborforce,in laborforce,0.63352859127807,0.759289097884854,0.407374169180861,0.232965861378711,0.145724306384586,0.0,0.906672233312304,0.0933277666876957,0.306878152289335,0.123673406923315,0.0,0.290719650485084,0.176623214294026,0.0,0.0,0.134328852131218,0.683762841966131,,0,0,0,1,0,0,0,0,1,0,0,1,1,0
High income,High income,education,secondary edu or more,0.763525972322795,0.557334307330575,0.420937999963131,0.420937999963131,0.303147406777208,0.303147406777208,0.788283504699296,0.2117164953007041,0.648395234008084,0.602061282295508,0.0,0.322369092631619,0.0,0.0,0.0,0.0,0.781673099327553,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,education,prim edu or less,0.636888848321821,0.402762283336263,0.325434670506291,0.325434670506291,0.113777170595149,0.113777170595149,0.636987247993726,0.3630127520062746,0.636283877459744,0.620800118574866,0.0,0.256726814582619,0.0,0.0,0.0,0.0,0.661255495030776,,0,0,0,0,0,0,0,0,1,0,1,1,1,1
High income,High income,education,secondary edu or more,0.634865720517835,0.468928708692684,0.0,0.0,0.256463961932851,0.256463961932851,0.65074683613861,0.3492531638613901,0.70396052909705,0.526934292264788,0.138762383230203,0.40456072233256,0.253832299737035,0.139126838581513,0.0,0.0,0.424231351948104,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
